text,label
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Exclusive Agency Agreement
Contract_Number: AGMT-2025-7807
Date: 21-01-2021
Parties: Christopher Wilson AND James Davis

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. This Agreement constitutes the entire understanding between the parties and supersedes all prior agreements.

2. All disputes arising out of or relating to this Agreement shall be resolved through binding arbitration in Phoenix.

3. This Agreement shall be governed by and construed in accordance with the laws of the State of Illinois.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Christopher Wilson
Date: 21-01-2021

Party_B_Signature: _________________________
Name: James Davis
Date: 21-01-2021

Witness_Signature: _________________________
Name: 
Date: 21-01-2021

============================================================
Contract Number: AGMT-2025-7807 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Binding Marketing Services Agreement
Contract_Number: AGMT-2025-8000
Date: 15-01-2020
Parties: Patricia Gonzalez AND James Rodriguez

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. The term of this Agreement shall be five years from the effective date.

2. Either party may terminate this Agreement with 30 days written notice.

3. The waiver of any breach of this Agreement shall not constitute a waiver of any subsequent breach.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Patricia Gonzalez
Date: 15-01-2020

Party_B_Signature: _________________________
Name: James Rodriguez
Date: 15-01-2020

Witness_Signature: _________________________
Name: 
Date: 15-01-2020

============================================================
Contract Number: AGMT-2025-8000 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Exclusive Lease Agreement
Contract_Number: AGMT-2025-8243
Date: 18-07-2023
Parties: Future Creative Inc AND Innovative Analytics International

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. The waiver of any breach of this Agreement shall not constitute a waiver of any subsequent breach.

2. Party B shall compensate Party A at the rate of $300 per month for services rendered.

3. Either party may terminate this Agreement with 90 days written notice.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Future Creative Inc
Date: 18-07-2023

Party_B_Signature: _________________________
Name: Innovative Analytics International
Date: 18-07-2023

Witness_Signature: _________________________
Name: 
Date: 18-07-2023

============================================================
Contract Number: AGMT-2025-8243 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Technical Distribution Agreement
Contract_Number: AGMT-2025-8262
Date: 14-12-2021
Parties: Christopher Anderson AND Joseph Davis

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. All confidential information disclosed during the term of this Agreement shall remain confidential for 7 years.

2. The waiver of any breach of this Agreement shall not constitute a waiver of any subsequent breach.

3. Any modification to this Agreement must be in writing and signed by both parties.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Christopher Anderson
Date: 14-12-2021

Party_B_Signature: _________________________
Name: Joseph Davis
Date: 14-12-2021

Witness_Signature: _________________________
Name: 
Date: 14-12-2021

============================================================
Contract Number: AGMT-2025-8262 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: General Subscription Agreement
Contract_Number: AGMT-2025-8491
Date: 26-01-2020
Parties: Karen Lopez AND Patricia Davis

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. All confidential information disclosed during the term of this Agreement shall remain confidential for 7 years.

2. If any provision of this Agreement is held invalid, the remainder shall continue in full force and effect.

3. This Agreement may be executed in counterparts, each of which shall be deemed an original.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Karen Lopez
Date: 26-01-2020

Party_B_Signature: _________________________
Name: Patricia Davis
Date: 26-01-2020

Witness_Signature: _________________________
Name: 
Date: 26-01-2020

============================================================
Contract Number: AGMT-2025-8491 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Legal Consulting Agreement
Contract_Number: AGMT-2025-9017
Date: 11-06-2020
Parties: Mary Moore AND Christopher Jones

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. Limitation of liability shall not exceed $50000 for any claim arising from this Agreement.

2. Neither party may assign this Agreement without the prior written consent of the other party.

3. This Agreement constitutes the entire understanding between the parties and supersedes all prior agreements.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Mary Moore
Date: 11-06-2020

Party_B_Signature: _________________________
Name: Christopher Jones
Date: 11-06-2020

Witness_Signature: _________________________
Name: 
Date: 11-06-2020

============================================================
Contract Number: AGMT-2025-9017 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Standard Purchase Agreement
Contract_Number: AGMT-2025-9118
Date: 03-11-2021
Parties: Alpha Analytics Group AND William Miller

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. Any modification to this Agreement must be in writing and signed by both parties.

2. Limitation of liability shall not exceed $25000 for any claim arising from this Agreement.

3. The headings in this Agreement are for convenience only and shall not affect interpretation.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Alpha Analytics Group
Date: 03-11-2021

Party_B_Signature: _________________________
Name: William Miller
Date: 03-11-2021

Witness_Signature: _________________________
Name: 
Date: 03-11-2021

============================================================
Contract Number: AGMT-2025-9118 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Technical Sales Contract
Contract_Number: AGMT-2025-9329
Date: 09-09-2023
Parties: David Wilson AND Global Group International

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. The waiver of any breach of this Agreement shall not constitute a waiver of any subsequent breach.

2. Party B shall compensate Party A at the rate of $75 per week for services rendered.

3. This Agreement may be executed in counterparts, each of which shall be deemed an original.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: David Wilson
Date: 09-09-2023

Party_B_Signature: _________________________
Name: Global Group International
Date: 09-09-2023

Witness_Signature: _________________________
Name: 
Date: 09-09-2023

============================================================
Contract Number: AGMT-2025-9329 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Specific Loan Agreement
Contract_Number: AGMT-2025-9462
Date: 14-12-2021
Parties: Jennifer Taylor AND William Gonzalez

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. All confidential information disclosed during the term of this Agreement shall remain confidential for 7 years.

2. Limitation of liability shall not exceed $25000 for any claim arising from this Agreement.

3. Neither party may assign this Agreement without the prior written consent of the other party.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Jennifer Taylor
Date: 14-12-2021

Party_B_Signature: _________________________
Name: William Gonzalez
Date: 14-12-2021

Witness_Signature: _________________________
Name: 
Date: 14-12-2021

============================================================
Contract Number: AGMT-2025-9462 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Technical Purchase Agreement
Contract_Number: AGMT-2025-9905
Date: 17-12-2021
Parties: Thomas Taylor AND Strategic Services Partners

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. Any modification to this Agreement must be in writing and signed by both parties.

2. The headings in this Agreement are for convenience only and shall not affect interpretation.

3. This Agreement shall be governed by and construed in accordance with the laws of the State of Arizona.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Thomas Taylor
Date: 17-12-2021

Party_B_Signature: _________________________
Name: Strategic Services Partners
Date: 17-12-2021

Witness_Signature: _________________________
Name: 
Date: 17-12-2021

============================================================
Contract Number: AGMT-2025-9905 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Master Sales Contract
Contract_Number: AGR-2025-2611
Date: 15-07-2023
Parties: Thomas Brown AND Next Analytics LLC

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. This Agreement shall be governed by and construed in accordance with the laws of the State of New York.

2. The headings in this Agreement are for convenience only and shall not affect interpretation.

3. The parties agree to maintain appropriate insurance coverage throughout the term of this Agreement.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Thomas Brown
Date: 15-07-2023

Party_B_Signature: _________________________
Name: Next Analytics LLC
Date: 15-07-2023

Witness_Signature: _________________________
Name: 
Date: 15-07-2023

============================================================
Contract Number: AGR-2025-2611 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Binding Confidentiality Agreement
Contract_Number: AGR-2025-3770
Date: 23-10-2021
Parties: Susan Jones AND International Solutions Worldwide

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. Limitation of liability shall not exceed $10000 for any claim arising from this Agreement.

2. Party A warrants that the services will be performed in a professional and workmanlike manner.

3. The parties agree to maintain appropriate insurance coverage throughout the term of this Agreement.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Susan Jones
Date: 23-10-2021

Party_B_Signature: _________________________
Name: International Solutions Worldwide
Date: 23-10-2021

Witness_Signature: _________________________
Name: 
Date: 23-10-2021

============================================================
Contract Number: AGR-2025-3770 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Legal Independent Contractor Agreement
Contract_Number: AGR-2025-4646
Date: 07-11-2021
Parties: Future Consulting Associates AND Elizabeth Garcia

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. Party A warrants that the services will be performed in a professional and workmanlike manner.

2. This Agreement constitutes the entire understanding between the parties and supersedes all prior agreements.

3. The parties agree to maintain appropriate insurance coverage throughout the term of this Agreement.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Future Consulting Associates
Date: 07-11-2021

Party_B_Signature: _________________________
Name: Elizabeth Garcia
Date: 07-11-2021

Witness_Signature: _________________________
Name: 
Date: 07-11-2021

============================================================
Contract Number: AGR-2025-4646 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Binding Partnership Agreement
Contract_Number: AGR-2025-5094
Date: 27-12-2023
Parties: Future Media Inc AND Thomas Martin

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. Party A warrants that the services will be performed in a professional and workmanlike manner.

2. Any modification to this Agreement must be in writing and signed by both parties.

3. The term of this Agreement shall be one year from the effective date.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Future Media Inc
Date: 27-12-2023

Party_B_Signature: _________________________
Name: Thomas Martin
Date: 27-12-2023

Witness_Signature: _________________________
Name: 
Date: 27-12-2023

============================================================
Contract Number: AGR-2025-5094 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Master Agency Agreement
Contract_Number: AGR-2025-6043
Date: 25-11-2023
Parties: Sarah Martin AND Data Financial Partners

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. This Agreement shall be governed by and construed in accordance with the laws of the State of Illinois.

2. Limitation of liability shall not exceed $50000 for any claim arising from this Agreement.

3. Party B shall compensate Party A at the rate of $100 per hour for services rendered.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Sarah Martin
Date: 25-11-2023

Party_B_Signature: _________________________
Name: Data Financial Partners
Date: 25-11-2023

Witness_Signature: _________________________
Name: 
Date: 25-11-2023

============================================================
Contract Number: AGR-2025-6043 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Limited Sales Contract
Contract_Number: AGR-2025-6651
Date: 20-04-2021
Parties: Advanced Industries Worldwide AND Global Tech Co

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. Party B shall compensate Party A at the rate of $500 per week for services rendered.

2. Limitation of liability shall not exceed $10000 for any claim arising from this Agreement.

3. All notices required under this Agreement shall be in writing and sent to the addresses specified herein.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Advanced Industries Worldwide
Date: 20-04-2021

Party_B_Signature: _________________________
Name: Global Tech Co
Date: 20-04-2021

Witness_Signature: _________________________
Name: 
Date: 20-04-2021

============================================================
Contract Number: AGR-2025-6651 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Non-Exclusive Service Agreement
Contract_Number: AGR-2025-6885
Date: 24-12-2020
Parties: National Financial Ltd AND Alpha Logistics Worldwide

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. Party A shall provide marketing services in accordance with the specifications outlined in Exhibit A.

2. Any modification to this Agreement must be in writing and signed by both parties.

3. Either party may terminate this Agreement with 30 days written notice.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: National Financial Ltd
Date: 24-12-2020

Party_B_Signature: _________________________
Name: Alpha Logistics Worldwide
Date: 24-12-2020

Witness_Signature: _________________________
Name: 
Date: 24-12-2020

============================================================
Contract Number: AGR-2025-6885 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Mutual Sales Contract
Contract_Number: AGR-2025-7323
Date: 19-03-2021
Parties: Global Hardware Ltd AND Mary Jones

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. The headings in this Agreement are for convenience only and shall not affect interpretation.

2. If any provision of this Agreement is held invalid, the remainder shall continue in full force and effect.

3. The waiver of any breach of this Agreement shall not constitute a waiver of any subsequent breach.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Global Hardware Ltd
Date: 19-03-2021

Party_B_Signature: _________________________
Name: Mary Jones
Date: 19-03-2021

Witness_Signature: _________________________
Name: 
Date: 19-03-2021

============================================================
Contract Number: AGR-2025-7323 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Limited Settlement Agreement
Contract_Number: AGR-2025-7399
Date: 17-06-2020
Parties: International Consulting International AND John Lopez

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. This Agreement shall be governed by and construed in accordance with the laws of the State of Texas.

2. All intellectual property created under this Agreement shall be owned by Party B.

3. Force majeure events shall excuse performance for the duration of such events.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: International Consulting International
Date: 17-06-2020

Party_B_Signature: _________________________
Name: John Lopez
Date: 17-06-2020

Witness_Signature: _________________________
Name: 
Date: 17-06-2020

============================================================
Contract Number: AGR-2025-7399 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Master Software Development Agreement
Contract_Number: AGR-2025-7803
Date: 05-03-2023
Parties: Strategic Enterprises LLC AND Susan Hernandez

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. Party A shall provide maintenance services in accordance with the specifications outlined in Exhibit A.

2. All disputes arising out of or relating to this Agreement shall be resolved through binding arbitration in Houston.

3. Party A warrants that the services will be performed in a professional and workmanlike manner.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Strategic Enterprises LLC
Date: 05-03-2023

Party_B_Signature: _________________________
Name: Susan Hernandez
Date: 05-03-2023

Witness_Signature: _________________________
Name: 
Date: 05-03-2023

============================================================
Contract Number: AGR-2025-7803 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Professional Partnership Agreement
Contract_Number: AGR-2025-8332
Date: 16-01-2023
Parties: Pro Systems International AND Robert Martin

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. Limitation of liability shall not exceed $500000 for any claim arising from this Agreement.

2. Party A shall provide management services in accordance with the specifications outlined in Exhibit A.

3. The term of this Agreement shall be ninety days from the effective date.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Pro Systems International
Date: 16-01-2023

Party_B_Signature: _________________________
Name: Robert Martin
Date: 16-01-2023

Witness_Signature: _________________________
Name: 
Date: 16-01-2023

============================================================
Contract Number: AGR-2025-8332 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Binding Subscription Agreement
Contract_Number: AGR-2025-9163
Date: 07-06-2022
Parties: Robert Jackson AND Future Services Ltd

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. If any provision of this Agreement is held invalid, the remainder shall continue in full force and effect.

2. Party A shall provide maintenance services in accordance with the specifications outlined in Exhibit A.

3. Neither party may assign this Agreement without the prior written consent of the other party.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Robert Jackson
Date: 07-06-2022

Party_B_Signature: _________________________
Name: Future Services Ltd
Date: 07-06-2022

Witness_Signature: _________________________
Name: 
Date: 07-06-2022

============================================================
Contract Number: AGR-2025-9163 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Unlimited Employment Contract
Contract_Number: AGR-2025-9658
Date: 20-03-2022
Parties: John Jackson AND Susan Moore

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. All notices required under this Agreement shall be in writing and sent to the addresses specified herein.

2. Party A warrants that the services will be performed in a professional and workmanlike manner.

3. All confidential information disclosed during the term of this Agreement shall remain confidential for 1 years.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: John Jackson
Date: 20-03-2022

Party_B_Signature: _________________________
Name: Susan Moore
Date: 20-03-2022

Witness_Signature: _________________________
Name: 
Date: 20-03-2022

============================================================
Contract Number: AGR-2025-9658 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Technical Consulting Agreement
Contract_Number: CNT-2025-1032
Date: 03-09-2021
Parties: Mary Rodriguez AND William Miller

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. The waiver of any breach of this Agreement shall not constitute a waiver of any subsequent breach.

2. Limitation of liability shall not exceed $500000 for any claim arising from this Agreement.

3. The headings in this Agreement are for convenience only and shall not affect interpretation.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Mary Rodriguez
Date: 03-09-2021

Party_B_Signature: _________________________
Name: William Miller
Date: 03-09-2021

Witness_Signature: _________________________
Name: 
Date: 03-09-2021

============================================================
Contract Number: CNT-2025-1032 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: General Settlement Agreement
Contract_Number: CNT-2025-1225
Date: 07-08-2023
Parties: James Wilson AND Sarah Taylor

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. Limitation of liability shall not exceed $25000 for any claim arising from this Agreement.

2. All notices required under this Agreement shall be in writing and sent to the addresses specified herein.

3. Neither party may assign this Agreement without the prior written consent of the other party.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: James Wilson
Date: 07-08-2023

Party_B_Signature: _________________________
Name: Sarah Taylor
Date: 07-08-2023

Witness_Signature: _________________________
Name: 
Date: 07-08-2023

============================================================
Contract Number: CNT-2025-1225 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Standard Independent Contractor Agreement
Contract_Number: CNT-2025-1996
Date: 04-08-2021
Parties: Pro Group LLC AND Global Management International

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. Limitation of liability shall not exceed $500000 for any claim arising from this Agreement.

2. All notices required under this Agreement shall be in writing and sent to the addresses specified herein.

3. This Agreement may be executed in counterparts, each of which shall be deemed an original.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Pro Group LLC
Date: 04-08-2021

Party_B_Signature: _________________________
Name: Global Management International
Date: 04-08-2021

Witness_Signature: _________________________
Name: 
Date: 04-08-2021

============================================================
Contract Number: CNT-2025-1996 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Comprehensive Software Development Agreement
Contract_Number: CNT-2025-2401
Date: 21-07-2021
Parties: Global Industries LLC AND Alpha Industries Inc

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. Party B shall compensate Party A at the rate of $1000 per project for services rendered.

2. Force majeure events shall excuse performance for the duration of such events.

3. Party A warrants that the services will be performed in a professional and workmanlike manner.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Global Industries LLC
Date: 21-07-2021

Party_B_Signature: _________________________
Name: Alpha Industries Inc
Date: 21-07-2021

Witness_Signature: _________________________
Name: 
Date: 21-07-2021

============================================================
Contract Number: CNT-2025-2401 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Master Lease Agreement
Contract_Number: CNT-2025-3351
Date: 09-10-2023
Parties: Jennifer Smith AND Elizabeth Lopez

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. Any modification to this Agreement must be in writing and signed by both parties.

2. This Agreement constitutes the entire understanding between the parties and supersedes all prior agreements.

3. All disputes arising out of or relating to this Agreement shall be resolved through binding arbitration in Houston.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Jennifer Smith
Date: 09-10-2023

Party_B_Signature: _________________________
Name: Elizabeth Lopez
Date: 09-10-2023

Witness_Signature: _________________________
Name: 
Date: 09-10-2023

============================================================
Contract Number: CNT-2025-3351 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Non-Exclusive Loan Agreement
Contract_Number: CNT-2025-3590
Date: 28-03-2023
Parties: William Lopez AND Christopher Williams

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. Limitation of liability shall not exceed $100000 for any claim arising from this Agreement.

2. The waiver of any breach of this Agreement shall not constitute a waiver of any subsequent breach.

3. All notices required under this Agreement shall be in writing and sent to the addresses specified herein.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: William Lopez
Date: 28-03-2023

Party_B_Signature: _________________________
Name: Christopher Williams
Date: 28-03-2023

Witness_Signature: _________________________
Name: 
Date: 28-03-2023

============================================================
Contract Number: CNT-2025-3590 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Mutual Sales Contract
Contract_Number: CNT-2025-4068
Date: 15-05-2022
Parties: Data Network Inc AND Digital Consulting Corp

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. All intellectual property created under this Agreement shall be owned by Party A.

2. Either party may terminate this Agreement with 7 days written notice.

3. Party A shall provide consulting services in accordance with the specifications outlined in Exhibit A.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Data Network Inc
Date: 15-05-2022

Party_B_Signature: _________________________
Name: Digital Consulting Corp
Date: 15-05-2022

Witness_Signature: _________________________
Name: 
Date: 15-05-2022

============================================================
Contract Number: CNT-2025-4068 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Commercial Maintenance Agreement
Contract_Number: CNT-2025-5241
Date: 07-08-2021
Parties: Mary Martinez AND James Smith

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. This Agreement shall be governed by and construed in accordance with the laws of the State of Georgia.

2. Neither party may assign this Agreement without the prior written consent of the other party.

3. Force majeure events shall excuse performance for the duration of such events.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Mary Martinez
Date: 07-08-2021

Party_B_Signature: _________________________
Name: James Smith
Date: 07-08-2021

Witness_Signature: _________________________
Name: 
Date: 07-08-2021

============================================================
Contract Number: CNT-2025-5241 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Unlimited Consulting Agreement
Contract_Number: CNT-2025-5889
Date: 23-07-2021
Parties: Sarah Thomas AND Mary Miller

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. All intellectual property created under this Agreement shall be owned by Party A.

2. Any modification to this Agreement must be in writing and signed by both parties.

3. This Agreement shall be governed by and construed in accordance with the laws of the State of Georgia.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Sarah Thomas
Date: 23-07-2021

Party_B_Signature: _________________________
Name: Mary Miller
Date: 23-07-2021

Witness_Signature: _________________________
Name: 
Date: 23-07-2021

============================================================
Contract Number: CNT-2025-5889 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Professional Independent Contractor Agreement
Contract_Number: CNT-2025-6267
Date: 05-03-2020
Parties: National Consulting International AND David Johnson

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. All intellectual property created under this Agreement shall be owned by the creating party.

2. All notices required under this Agreement shall be in writing and sent to the addresses specified herein.

3. This Agreement shall be governed by and construed in accordance with the laws of the State of Washington.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: National Consulting International
Date: 05-03-2020

Party_B_Signature: _________________________
Name: David Johnson
Date: 05-03-2020

Witness_Signature: _________________________
Name: 
Date: 05-03-2020

============================================================
Contract Number: CNT-2025-6267 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Specific Loan Agreement
Contract_Number: CNT-2025-7352
Date: 11-08-2021
Parties: Strategic Industries Inc AND Alpha Creative Worldwide

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. Party A warrants that the services will be performed in a professional and workmanlike manner.

2. All notices required under this Agreement shall be in writing and sent to the addresses specified herein.

3. Any modification to this Agreement must be in writing and signed by both parties.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Strategic Industries Inc
Date: 11-08-2021

Party_B_Signature: _________________________
Name: Alpha Creative Worldwide
Date: 11-08-2021

Witness_Signature: _________________________
Name: 
Date: 11-08-2021

============================================================
Contract Number: CNT-2025-7352 - Confidential and Proprietary
============================================================",Contract
"============================================================
CONTRACT DOCUMENT
============================================================

Contract_Title: Commercial Distribution Agreement
Contract_Number: CNT-2025-7916
Date: 20-10-2023
Parties: Christopher Anderson AND Elite Logistics Ltd

------------------------------------------------------------
TERMS AND CONDITIONS
------------------------------------------------------------

1. If any provision of this Agreement is held invalid, the remainder shall continue in full force and effect.

2. Any modification to this Agreement must be in writing and signed by both parties.

3. All notices required under this Agreement shall be in writing and sent to the addresses specified herein.


------------------------------------------------------------
SIGNATURES
------------------------------------------------------------

Party_A_Signature: _________________________
Name: Christopher Anderson
Date: 20-10-2023

Party_B_Signature: _________________________
Name: Elite Logistics Ltd
Date: 20-10-2023

Witness_Signature: _________________________
Name: 
Date: 20-10-2023

============================================================
Contract Number: CNT-2025-7916 - Confidential and Proprietary
============================================================",Contract
